statename,coor1,rank,countryd,coor2,val2013,val2014,val2015,val2016,share13,share14,share15,share16,change
North Dakota,"[-100.43701171875,47.4355191531953]",1,Canada,"[-105.64453124999999,57.61010702068388]",3339.94,4369.59,2922.92,4382.23,75.8785,79.2587,72.587,82.4761,49.93
Florida,"[-81.947021484375,28.87353946316266]",4,Colombia,"[-73.037109375,3.8204080831949407]",3306.03,3123.88,2537.81,2187.07,5.4661,5.3456,4.7084,4.2019,-13.82
California,"[-119.7509765625,36.84446074079564]",15,Belgium,"[4.7515869140625,50.73297844827752]",3244.45,3474.75,2940.8,2955.65,1.929,1.9985,1.7782,1.8076,0.51
Virginia,"[-78.62091064453125, 37.67077737288316]",1,Canada,"[-105.64453124999999,57.61010702068388]",3226.57,3926.34,3422.41,2906.02,18.0294,20.2485,19.2256,17.8139,-15.09
Florida,"[-81.947021484375,28.87353946316266]",16,Venezuela,"[-65.10498046875,7.689217127736191]",3205.08,2526.4,2014.48,1231.41,5.2992,4.3232,3.7375,2.3658,-38.87
Washington,"[-120.1080322265625, 48.011975126709956]",11,Mexico,"[-102.3046875,23.926013033021192]",3198.4,2735.15,1872.93,1973.12,3.9182,3.0203,2.1683,2.4801,5.35
South Carolina,"[-80.9197998046875, 33.904616008362325]",2,Germany,"[10.17333984375,51.12421275782688]",3183.17,3873.65,3908.21,3744.93,12.0844,13.0106,12.6117,11.9563,-4.18
Oregon,"[-120.21240234375001,43.76315996157264]",3,Canada,"[-105.64453124999999,57.61010702068388]",3143.04,3123.53,2564.32,2153.91,16.8676,14.9532,12.7669,9.9019,-16
Louisiana,"[-92.26318359375,30.968189296794247]",3,Canada,"[-105.64453124999999,57.61010702068388]",3066.59,3332.88,2871.19,2682.28,4.8486,5.1457,5.8974,5.5398,-6.58
Texas,"[-98.82202148437499, 31.80055833029521]",18,Argentina,"[-63.984375,-35.6037187406973]",3063.28,3383.24,2679.32,2274.36,1.103,1.1848,1.0777,0.9841,-15.11
Texas,"[-98.82202148437499, 31.80055833029521]",19,Peru,"[-75.1904296875,-10.09867012060338]",3061.48,2705.2,2360.25,2269.2,1.1024,0.9473,0.9494,0.9819,-3.86
New Hampshire,"[-71.575927734375,43.68773584519811]",0,Top 25,,2993.14,3574.52,3518.85,3670.15,85.2493,84.4408,87.942,88.5863,4.3
Pennsylvania,"[-78.28857421875,41.09591205639546]",3,China,"[106.435546875,34.23451236236987]",2926.26,2399.35,2062.46,2221.51,7.1059,5.9374,5.2297,6.0889,7.71
New York,"[-75.706787109375,42.771211138625894]",6,Belgium,"[4.7515869140625,50.73297844827752]",2909.12,4012.49,4473.39,4343.51,3.3668,4.5168,5.3809,5.6615,-2.9
Louisiana,"[-92.26318359375,30.968189296794247]",5,Japan,"[138.8671875,36.4566360115962]",2797.59,2856.92,2371.94,2001.84,4.4233,4.4109,4.8719,4.1344,-15.6
Texas,"[-98.82202148437499, 31.80055833029521]",13,Germany,"[10.17333984375,51.12421275782688]",2790.6,3184.58,3290.34,3412.77,1.0048,1.1152,1.3235,1.4767,3.72
Louisiana,"[-92.26318359375,30.968189296794247]",13,Singapore,"[103.84552001953125,1.3154972002419345]",2776.83,1511.1,965.72,941.55,4.3904,2.333,1.9836,1.9446,-2.5
Illinois,"[-89.000244140625,40.10328591293439]",4,Germany,"[10.17333984375,51.12421275782688]",2756.67,2855.23,3129.42,2771.5,4.1633,4.1747,4.9358,4.6379,-11.44
Illinois,"[-89.000244140625,40.10328591293439]",5,Australia,"[134.560546875,-25.641526373065755]",2739.24,2416.13,2641.12,2145.94,4.137,3.5327,4.1657,3.5911,-18.75
New Mexico,"[-105.97412109375,34.32529192442733]",0,World,,2726.14,3801.61,3781.25,3631.62,0.1727,0.2344,0.2516,0.2503,-3.96
North Carolina,"[-79.530029296875,35.55010533588552]",2,Mexico,"[-102.3046875,23.926013033021192]",2721.88,3017.14,3190.91,3012.44,9.2748,9.6026,10.5653,9.9878,-5.59
Washington,"[-120.1080322265625, 48.011975126709956]",5,"Korea, South","[128.056640625,36.527294814546245]",2711.65,2752.33,4287.44,4155.01,3.3219,3.0393,4.9635,5.2225,-3.09
Nevada,"[-116.8505859375,39.45316112807394]",1,Switzerland,"[8.3880615234375,46.76620587423741]",2710.04,2372.03,2425.92,3937.34,31.1461,30.8386,27.992,40.3285,62.3
District of Colombia,"[-92.33339309692383,38.95193338118615]",0,World,,2707.7,940.23,1088.08,1330.67,0.1715,0.058,0.0724,0.0917,22.3
Washington,"[-120.1080322265625, 48.011975126709956]",19,Hong Kong,"[114.13970947265625,22.403410892712124]",2702.74,1968.61,1602.67,1006.63,3.311,2.1739,1.8554,1.2653,-37.19
Washington,"[-120.1080322265625, 48.011975126709956]",6,United Kingdom,"[-2.0654296875,54.16243396806779]",2702.49,2950.86,2541.13,3565.78,3.3107,3.2585,2.9418,4.4819,40.32
North Carolina,"[-79.530029296875,35.55010533588552]",3,China,"[106.435546875,34.23451236236987]",2693.66,2689.59,2185.96,2185.62,9.1786,8.5601,7.2378,7.2465,-0.02
Texas,"[-98.82202148437499, 31.80055833029521]",23,Ecuador,"[-78.42041015625,-1.4720060101903352]",2691.61,3668.44,2712.4,1757.55,0.9692,1.2847,1.091,0.7605,-35.2
Maine,"[-69.27978515625,45.40616374516014]",0,World,,2686.76,2811.06,2762.99,2875.27,0.1702,0.1733,0.1838,0.1982,4.06
Texas,"[-98.82202148437499, 31.80055833029521]",22,United Arab Emirates,"[54.4921875,23.75518176611264]",2676.25,2599.07,2412.4,2072.24,0.9637,0.9102,0.9704,0.8967,-14.1
Puerto Rico,"[-66.533203125,18.2397859708389]",1,Belgium,"[4.7515869140625,50.73297844827752]",2662.23,3629.81,4451,3879.05,13.3339,17.8979,22.057,19.5057,-12.85
California,"[-119.7509765625,36.84446074079564]",14,France,"[2.28515625,47.15984001304432]",2640.51,2726.25,2685.85,2985.23,1.5699,1.568,1.6241,1.8257,11.15
Louisiana,"[-92.26318359375,30.968189296794247]",4,Netherlands,"[5.537109374999999,52.02545860348814]",2612.67,3063.97,2191.44,2370.34,4.1309,4.7305,4.5012,4.8955,8.16
Kansas,"[-98.19580078125,38.53957267203905]",2,Canada,"[-105.64453124999999,57.61010702068388]",2605.71,2533.32,2368.15,1787.7,20.914,21.0726,22.1524,17.5586,-24.51
Georgia,"[-83.419189453125,32.99023555965106]",2,Mexico,"[-102.3046875,23.926013033021192]",2598.98,3007.48,3472.8,3525.84,6.9162,7.6307,8.998,9.8917,1.53
Louisiana,"[-92.26318359375,30.968189296794247]",7,Brazil,"[-51.240234375,-9.44906182688142]",2589.08,2209.01,1462.34,1750.57,4.0936,3.4105,3.0036,3.6155,19.71
District of Colombia,"[-92.33339309692383,38.95193338118615]",0,Top 25,,2569.39,804.12,1014.11,1294.88,94.8918,85.5237,93.2018,97.3105,27.69
Wisconsin,"[-89.77203369140625, 44.70575417971902]",2,Mexico,"[-102.3046875,23.926013033021192]",2517.36,2836.18,2969.78,3051.77,10.8927,12.1072,13.2353,14.5176,2.76
New Mexico,"[-105.97412109375,34.32529192442733]",0,Top 25,,2485.85,3628.73,3624.64,3494.57,91.1859,95.4524,95.858,96.2263,-3.59
Maine,"[-69.27978515625,45.40616374516014]",0,Top 25,,2477.69,2579.01,2570.5,2718.44,92.2187,91.745,93.0334,94.5454,5.76
Texas,"[-98.82202148437499, 31.80055833029521]",25,Australia,"[134.560546875,-25.641526373065755]",2474.09,2344.34,1914.8,1488.96,0.8909,0.821,0.7702,0.6443,-22.24
Illinois,"[-89.000244140625,40.10328591293439]",10,Brazil,"[-51.240234375,-9.44906182688142]",2470.12,2315.31,1731.92,1288.71,3.7306,3.3852,2.7316,2.1566,-25.59
Alabama,"[-86.3092803955078,32.36662317982762]",2,China,"[106.435546875,34.23451236236987]",2468.19,3126.07,3114.45,3273.45,12.7877,16.072,16.1135,16.029,5.11
Connecticut,"[-72.6800537109375,41.67086022030498]",1,France,"[2.28515625,47.15984001304432]",2425.34,2213.27,1942.95,1953.29,14.7646,13.8651,12.747,13.5699,0.53
Pennsylvania,"[-78.28857421875,41.09591205639546]",6,Netherlands,"[5.537109374999999,52.02545860348814]",2407.22,1912.34,1406.92,1357.55,5.8455,4.7322,3.5675,3.7209,-3.51
California,"[-119.7509765625,36.84446074079564]",20,Malaysia,"[102.3486328125,3.5134210456400448]",2361.81,2278.74,1823.99,1830.67,1.4042,1.3106,1.1029,1.1196,0.37
Texas,"[-98.82202148437499, 31.80055833029521]",24,Costa Rica,"[-83.682861328125,9.893098633379584]",2332.41,2039.86,1543.95,1542.22,0.8399,0.7143,0.621,0.6673,-0.11
California,"[-119.7509765625,36.84446074079564]",17,Israel,"[34.87060546875,31.09998179374943]",2321.53,2320.12,1790.48,2033.94,1.3803,1.3344,1.0826,1.2439,13.6
New York,"[-75.706787109375,42.771211138625894]",8,Mexico,"[-102.3046875,23.926013033021192]",2319.91,3063.5,3170.08,2977.74,2.6849,3.4486,3.8132,3.8813,-6.07
Puerto Rico,"[-66.533203125,18.2397859708389]",2,Netherlands,"[5.537109374999999,52.02545860348814]",2302.89,2934.09,3064.15,3000.63,11.5341,14.4674,15.1845,15.0886,-2.07
Louisiana,"[-92.26318359375,30.968189296794247]",10,France,"[2.28515625,47.15984001304432]",2287.24,2553.39,1496.35,1017.13,3.6164,3.9422,3.0735,2.1007,-32.03
Arizona,"[-112.093505859375,33.44977658311846]",2,Canada,"[-105.64453124999999,57.61010702068388]",2273.88,2254.04,2303.25,2138.75,11.6739,10.6086,10.1665,9.7144,-7.14
District of Colombia,"[-92.33339309692383,38.95193338118615]",1,United Arab Emirates,"[54.4921875,23.75518176611264]",2246.85,449.66,686.39,711.2,82.9798,47.8246,63.0828,53.447,3.61
Alabama,"[-86.3092803955078,32.36662317982762]",3,Germany,"[10.17333984375,51.12421275782688]",2232.92,2161.99,2478.4,3193.72,11.5687,11.1154,12.8227,15.6385,28.86
Alabama,"[-86.3092803955078,32.36662317982762]",4,Mexico,"[-102.3046875,23.926013033021192]",2226.47,2345.67,2887.13,2632.9,11.5353,12.0597,14.9374,12.8924,-8.81
Tennessee,"[-85.98175048828124, 35.980228800645676]",3,China,"[106.435546875,34.23451236236987]",2224.95,2334,2228.76,2199.74,6.8515,7.0194,6.8392,6.9982,-1.3
Washington,"[-120.1080322265625, 48.011975126709956]",23,India,"[78.662109375,22.228090416784486]",2220.2,2134.36,1150.56,816.18,2.7198,2.3569,1.332,1.0259,-29.06
Florida,"[-81.947021484375,28.87353946316266]",10,United Arab Emirates,"[54.4921875,23.75518176611264]",2211.78,1763.95,1534.36,1487.57,3.6569,3.0185,2.8467,2.858,-3.05
Washington,"[-120.1080322265625, 48.011975126709956]",13,Qatar,"[51.2127685546875,25.304303764403617]",2193.55,2344,1809.01,1781.97,2.6872,2.5884,2.0943,2.2398,-1.49
Florida,"[-81.947021484375,28.87353946316266]",3,Mexico,"[-102.3046875,23.926013033021192]",2190.72,2225.09,2721.4,2829.81,3.6221,3.8076,5.049,5.4368,3.98
New Jersey,"[-74.48181152343749,40.136890695345905]",2,Mexico,"[-102.3046875,23.926013033021192]",2190.12,2656.41,2617,2592.1,5.982,7.2605,8.1619,8.302,-0.95
Iowa,"[-93.55957031249999,42.05745022024682]",2,Mexico,"[-102.3046875,23.926013033021192]",2181.48,2328.76,2099.82,2278.94,15.6903,15.4105,15.8673,18.8102,8.53
Nebraska,"[-99.7998046875,41.812267143599804]",2,Canada,"[-105.64453124999999,57.61010702068388]",2173.54,2173.3,1466.91,1217.68,29.4,27.5461,22.0145,19.0849,-16.99
Rhode Island,"[-71.575927734375,41.668808555620586]",0,World,,2164.11,2388.48,2132.71,2277.83,0.1371,0.1473,0.1419,0.157,6.8
Puerto Rico,"[-66.533203125,18.2397859708389]",3,Italy,"[13.0078125,42.5530802889558]",2113.98,950.55,918.73,2461.56,10.588,4.687,4.5528,12.3779,167.93
New Jersey,"[-74.48181152343749,40.136890695345905]",4,Netherlands,"[5.537109374999999,52.02545860348814]",2108.84,1881.22,1305.72,1571.58,5.76,5.1418,4.0723,5.0334,20.36
California,"[-119.7509765625,36.84446074079564]",21,Brazil,"[-51.240234375,-9.44906182688142]",2108.45,1952.95,1547.67,1641.42,1.2536,1.1232,0.9358,1.0038,6.06
Washington,"[-120.1080322265625, 48.011975126709956]",24,Germany,"[10.17333984375,51.12421275782688]",2103.01,2060.91,1850.62,737.06,2.5763,2.2758,2.1425,0.9264,-60.17
New York,"[-75.706787109375,42.771211138625894]",12,Japan,"[138.8671875,36.4566360115962]",2088.77,1902.66,2016.63,1904.5,2.4174,2.1418,2.4258,2.4824,-5.56
New Jersey,"[-74.48181152343749,40.136890695345905]",3,United Kingdom,"[-2.0654296875,54.16243396806779]",2088.64,2060.85,2117.51,1910.33,5.7048,5.6328,6.6041,6.1184,-9.78
Colorado,"[-105.677490234375,39.198205348894795]",1,Canada,"[-105.64453124999999,57.61010702068388]",2062.87,1645.24,1408.4,1356.84,24.1413,19.6711,17.715,17.8996,-3.66
Mississippi,"[-90.010986328125,32.8149783969858]",3,Panama,"[-80.26611328125,8.722218306198739]",2050.33,1478.74,1112.07,854.5,16.5148,12.8755,10.2511,8.1422,-23.16
Missouri,"[-92.515869140625,38.151837403006766]",2,Mexico,"[-102.3046875,23.926013033021192]",2032.7,2388.58,2490.26,2533.86,15.6866,16.8333,18.2466,18.1839,1.75
Ohio,"[-82.6611328125,40.40513069752789]",8,France,"[2.28515625,47.15984001304432]",2028.11,1377.23,1920.43,1172.12,3.9729,2.6163,3.754,2.3776,-38.97
New York,"[-75.706787109375,42.771211138625894]",7,India,"[78.662109375,22.228090416784486]",2026.15,2519.53,2939.25,3511.96,2.3449,2.8362,3.5355,4.5776,19.48
New York,"[-75.706787109375,42.771211138625894]",13,United Arab Emirates,"[54.4921875,23.75518176611264]",2012.2,1920.91,2011.61,1896.2,2.3287,2.1624,2.4197,2.4716,-5.74
Mississippi,"[-90.010986328125,32.8149783969858]",1,Canada,"[-105.64453124999999,57.61010702068388]",2010.82,1831.06,2049.05,2185.7,16.1965,15.9431,18.8881,20.8266,6.67
California,"[-119.7509765625,36.84446074079564]",19,Italy,"[13.0078125,42.5530802889558]",1991.52,2101.08,2011.67,1993.69,1.1841,1.2084,1.2164,1.2193,-0.89
Tennessee,"[-85.98175048828124, 35.980228800645676]",4,Japan,"[138.8671875,36.4566360115962]",1984,1731.47,1866.75,1709.51,6.1096,5.2073,5.7284,5.4386,-8.42
Texas,"[-98.82202148437499, 31.80055833029521]",21,India,"[78.662109375,22.228090416784486]",1981.97,1962,1754.91,2101.92,0.7137,0.6871,0.7059,0.9095,19.77
Massachusetts,"[-72.0703125,42.32606244456202]",3,China,"[106.435546875,34.23451236236987]",1979.64,2294.08,2054.89,2167.46,7.3834,8.3774,8.1253,8.3712,5.48
New York,"[-75.706787109375,42.771211138625894]",11,Germany,"[10.17333984375,51.12421275782688]",1977.46,2186.7,2169.29,2225.56,2.2885,2.4615,2.6094,2.9009,2.59
Minnesota,"[-94.02099609375,46.30899569419859]",3,China,"[106.435546875,34.23451236236987]",1964.23,1800.7,1806.69,1826.09,9.4615,8.4154,9.0262,9.5097,1.07
California,"[-119.7509765625,36.84446074079564]",18,Switzerland,"[8.3880615234375,46.76620587423741]",1953.99,2515.02,2008.04,2031.31,1.1618,1.4465,1.2142,1.2423,1.16
Illinois,"[-89.000244140625,40.10328591293439]",6,Japan,"[138.8671875,36.4566360115962]",1932.75,2564.38,2038.55,1988.86,2.919,3.7494,3.2153,3.3282,-2.44
Indiana,"[-86.15478515625,39.85072092501597]",3,Germany,"[10.17333984375,51.12421275782688]",1928.13,1624.53,1435.64,1781.05,5.6352,4.5647,4.2451,5.1394,24.06
Kentucky,"[-85.26489257812499,37.501010429493284]",4,Mexico,"[-102.3046875,23.926013033021192]",1923.6,2500.59,2303.71,2226.2,7.5697,9.0087,8.3335,7.6242,-3.36
Oklahoma,"[-97.49267578125,35.65729624809628]",1,Canada,"[-105.64453124999999,57.61010702068388]",1923.02,1857.5,1566.93,1399.36,27.7903,29.4455,29.8425,27.7217,-10.69
Connecticut,"[-72.6800537109375,41.67086022030498]",3,Canada,"[-105.64453124999999,57.61010702068388]",1909.68,1939.35,1623.05,1636.08,11.6255,12.1491,10.6483,11.3662,0.8
South Carolina,"[-80.9197998046875, 33.904616008362325]",5,Mexico,"[-102.3046875,23.926013033021192]",1884.23,2225.74,2501.32,2118.15,7.1532,7.4757,8.0717,6.7625,-15.32
Virginia,"[-78.62091064453125, 37.67077737288316]",2,China,"[106.435546875,34.23451236236987]",1871.49,1965.79,1569.13,1626.25,10.4575,10.1378,8.8147,9.9689,3.64
Vermont,"[-72.740478515625, 44.03824429423549]",1,Canada,"[-105.64453124999999,57.61010702068388]",1868.69,1637.21,1172.14,1187.55,46.4094,44.6155,36.8423,39.7206,1.31
Louisiana,"[-92.26318359375,30.968189296794247]",6,Colombia,"[-73.037109375,3.8204080831949407]",1864.95,2841.4,2064.06,1965.8,2.9487,4.3869,4.2395,4.06,-4.76
Massachusetts,"[-72.0703125,42.32606244456202]",2,Mexico,"[-102.3046875,23.926013033021192]",1861.42,2317.85,2622.23,2471.12,6.9425,8.4642,10.3686,9.544,-5.76
Oregon,"[-120.21240234375001,43.76315996157264]",2,Malaysia,"[102.3486328125,3.5134210456400448]",1859.3,2570.21,2498.52,2332.55,9.9782,12.3043,12.4393,10.7231,-6.64
Maryland,"[-76.83425903320312,39.470125122358176]",1,Canada,"[-105.64453124999999,57.61010702068388]",1858.96,1884.16,1547.26,1457.97,15.8254,15.4082,15.3928,15.0957,-5.77
West Virginia,"[-80.71380615234375, 38.732661120482334]",1,Canada,"[-105.64453124999999,57.61010702068388]",1845.17,1971.21,1754.61,1536.92,21.1318,25.9472,30.0802,30.462,-12.41
Kentucky,"[-85.26489257812499,37.501010429493284]",2,United Kingdom,"[-2.0654296875,54.16243396806779]",1838.12,2337.18,2557.84,2836.44,7.2334,8.42,9.2528,9.7141,10.89
Massachusetts,"[-72.0703125,42.32606244456202]",5,Germany,"[10.17333984375,51.12421275782688]",1836.43,1849.83,1910.8,1634.77,6.8493,6.7551,7.5555,6.3139,-14.45
Rhode Island,"[-71.575927734375,41.668808555620586]",0,Top 25,,1826.99,1889.02,1836.33,2063.33,84.4222,79.0889,86.1029,90.5829,12.36
California,"[-119.7509765625,36.84446074079564]",24,Thailand,"[101.35986328125,15.813395760460585]",1806.12,1803.32,1693.26,1492.39,1.0738,1.0372,1.0239,0.9127,-11.86
Indiana,"[-86.15478515625,39.85072092501597]",5,Japan,"[138.8671875,36.4566360115962]",1804.56,1644.15,1697.23,1656.1,5.274,4.6198,5.0186,4.7788,-2.42
Florida,"[-81.947021484375,28.87353946316266]",6,Chile,"[-71.3671875,-35.46066995149529]",1775.43,1837.11,1680.51,1871.74,2.9355,3.1436,3.1178,3.5961,11.38
Massachusetts,"[-72.0703125,42.32606244456202]",11,Hong Kong,"[114.13970947265625,22.403410892712124]",1762.27,962.69,928.45,899.34,6.5727,3.5155,3.6712,3.4735,-3.14
Massachusetts,"[-72.0703125,42.32606244456202]",7,Japan,"[138.8671875,36.4566360115962]",1761.94,1849.67,1476.15,1399.74,6.5714,6.7545,5.8369,5.4061,-5.18
Louisiana,"[-92.26318359375,30.968189296794247]",16,Panama,"[-80.26611328125,8.722218306198739]",1730.1,1695.11,600.03,706.61,2.7355,2.6171,1.2325,1.4594,17.76
New York,"[-75.706787109375,42.771211138625894]",10,France,"[2.28515625,47.15984001304432]",1719.78,1957.47,2026.53,2288,1.9903,2.2035,2.4376,2.9823,12.9
Texas,"[-98.82202148437499, 31.80055833029521]",17,Hong Kong,"[114.13970947265625,22.403410892712124]",1714.92,1942.86,2075.01,2371.29,0.6175,0.6804,0.8347,1.0261,14.28
Kansas,"[-98.19580078125,38.53957267203905]",4,China,"[106.435546875,34.23451236236987]",1703.41,1183.66,986.26,745.05,13.6719,9.8459,9.2258,7.3178,-24.46
California,"[-119.7509765625,36.84446074079564]",25,Philippines,"[122.87109375,11.39387923296741]",1702.21,1574.97,1377.88,1377.76,1.0121,0.9058,0.8332,0.8426,-0.01
Pennsylvania,"[-78.28857421875,41.09591205639546]",7,Germany,"[10.17333984375,51.12421275782688]",1681,1451.95,1576.29,1352.93,4.082,3.593,3.9969,3.7082,-14.17
North Carolina,"[-79.530029296875,35.55010533588552]",5,Japan,"[138.8671875,36.4566360115962]",1672.22,1753.3,1482.34,1547.42,5.6981,5.5802,4.9081,5.1305,4.39
Washington,"[-120.1080322265625, 48.011975126709956]",8,Saudi Arabia,"[46.23046874999999,24.206889622398023]",1661.17,811.31,1875.63,2665.58,2.035,0.8959,2.1714,3.3504,42.12
Wisconsin,"[-89.77203369140625, 44.70575417971902]",3,China,"[106.435546875,34.23451236236987]",1658.63,1561.51,1544.13,1424.84,7.177,6.6658,6.8817,6.7781,-7.73
Florida,"[-81.947021484375,28.87353946316266]",11,Argentina,"[-63.984375,-35.6037187406973]",1656.91,1247.61,1464.88,1425.16,2.7395,2.1349,2.7178,2.7381,-2.71
Michigan,"[-84.638671875,44.84029065139799]",4,Germany,"[10.17333984375,51.12421275782688]",1652.51,1862.94,1919.14,1999.29,2.782,3.2358,3.557,3.6541,4.18
California,"[-119.7509765625,36.84446074079564]",22,United Arab Emirates,"[54.4921875,23.75518176611264]",1651.48,1911.32,2425.02,1522.34,0.9819,1.0993,1.4663,0.931,-37.22
Florida,"[-81.947021484375,28.87353946316266]",9,Peru,"[-75.1904296875,-10.09867012060338]",1647.22,1715.21,1699.23,1498.8,2.7235,2.935,3.1526,2.8796,-11.8
New Jersey,"[-74.48181152343749,40.136890695345905]",7,Japan,"[138.8671875,36.4566360115962]",1603.52,1696.14,1364.88,1228.66,4.3798,4.6359,4.2568,3.9351,-9.98
Idaho,"[-114.521484375,44.37098696297173]",1,Canada,"[-105.64453124999999,57.61010702068388]",1603.3,1412.16,978.54,939.36,27.6936,27.486,22.7843,19.2619,-4
Ohio,"[-82.6611328125,40.40513069752789]",4,United Kingdom,"[-2.0654296875,54.16243396806779]",1599.29,1771.81,1788.13,1896.43,3.1329,3.3658,3.4954,3.8468,6.06
South Dakota,"[-100.162353515625, 44.861709529639704]",0,World,,1582.15,1577.59,1419.99,1223.35,0.1002,0.0973,0.0945,0.0843,-13.85
Illinois,"[-89.000244140625,40.10328591293439]",7,United Kingdom,"[-2.0654296875,54.16243396806779]",1580.68,1609.85,1746.54,1680.09,2.3873,2.3538,2.7547,2.8115,-3.8
Illinois,"[-89.000244140625,40.10328591293439]",8,Belgium,"[4.7515869140625,50.73297844827752]",1575.58,1636.16,1610.53,1501.18,2.3796,2.3923,2.5402,2.5121,-6.79
Arkansas,"[-92.28515625,35.06597313798418]",1,Canada,"[-105.64453124999999,57.61010702068388]",1570.83,1423.37,1205.91,1163.51,21.9363,20.7299,20.5456,20.3857,-3.52
Pennsylvania,"[-78.28857421875,41.09591205639546]",5,Japan,"[138.8671875,36.4566360115962]",1566.13,1581.18,1668.9,1469.45,3.8031,3.9128,4.2318,4.0276,-11.95
New Jersey,"[-74.48181152343749,40.136890695345905]",5,China,"[106.435546875,34.23451236236987]",1561.41,1411.24,1536.92,1416.75,4.2648,3.8572,4.7933,4.5376,-7.82
Washington,"[-120.1080322265625, 48.011975126709956]",18,Russia,"[97.03125,61.77312286453146]",1544.94,2134.69,1597.43,1028.01,1.8926,2.3573,1.8493,1.2921,-35.65
Ohio,"[-82.6611328125,40.40513069752789]",5,Japan,"[138.8671875,36.4566360115962]",1538.08,1371.83,1361.2,1538.2,3.013,2.606,2.6609,3.1201,13
Puerto Rico,"[-66.533203125,18.2397859708389]",7,Spain,"[-3.076171875,40.27952566881291]",1536.68,1330.32,1335.07,966.21,7.6966,6.5596,6.616,4.8585,-27.63
